,account,twitter_link,text,date,likes,comments
35,RepDeanPhillips,https://twitter.com/RepDeanPhillips/status/1716447181089947665#m,"Empty Shabbat seats for the 199 civilian hostages being held by Hamas in Gaza. The loss of Israeli & Palestinian lives over the years is a stain on all humanity, the threats against the US Jewish and Muslim communities are disgusting and un-American, and we must unify for peace.","Oct 23, 2023 · 1:31 PM UTC",318,77
36,RepDeanPhillips,https://twitter.com/RepDeanPhillips/status/1716130912977490224#m,"It would be great to have a Minnesotan serve as Speaker of the House. If @GOPMajorityWhip Tom Emmer becomes the GOP nominee, I invite him to work with Democrats on a bipartisan path to end the nonsense and reform the House so it starts working for people. It’s time. 🤝","Oct 22, 2023 · 4:34 PM UTC",509,313
37,RepDeanPhillips,https://twitter.com/RepDeanPhillips/status/1715427125635780661#m,"Patriotism means protecting your fellow Americans, not threatening them. From sickening attacks and threats to my Muslim colleagues, Jewish colleagues, and even colleagues across the aisle who aren’t voting for Jim Jordan, stop this nonsense and be real patriots. 🇺🇸","Oct 20, 2023 · 5:57 PM UTC",264,94
38,RepDeanPhillips,https://twitter.com/RepDeanPhillips/status/1715200266163683681#m,"President Biden issued an outstanding speech this evening, making a strong case for why we must support Ukraine, Israel, and all who seek self-determination, security, and peace. That’s what America does.","Oct 20, 2023 · 2:56 AM UTC",464,248
39,RepDeanPhillips,https://twitter.com/RepDeanPhillips/status/1714752501235212607#m,"UN constraints on Iran's ballistic missile program are expiring today. In light of the regime’s continued malign activity, the United States and our allies must counter Iran’s missile & UAV programs by strictly enforcing sanctions, and Congress must pass the Fight CRIME Act now.","Oct 18, 2023 · 9:17 PM UTC",52,27
40,marwilliamson,https://twitter.com/marwilliamson/status/1746394797651145022#m,With all due respect @SenSanders there is a candidate doing exactly what you say needs to be done. https://www.theguardian.com/us-news/2024/jan/13/sanders-warns-biden-working-class-voters-presidential-election,"Jan 14, 2024 · 4:52 AM UTC",737,68
41,marwilliamson,https://twitter.com/marwilliamson/status/1746609814753497274#m,These border agents apparently never heard of the Nuremberg trials. The fact that a superior told you you could not save the lives of a drowning mother and her two children is not an excuse.,"Jan 14, 2024 · 7:06 PM UTC",224,32
42,marwilliamson,https://twitter.com/marwilliamson/status/1746573365517648335#m,It’s not enough to say “This conversation is over.” We need  the military support to be over. #CeasefireNOW,"Jan 14, 2024 · 4:41 PM UTC",232,19
43,marwilliamson,https://twitter.com/marwilliamson/status/1746548699658916318#m,Marianne2024.com,"Jan 14, 2024 · 3:03 PM UTC",57,2
44,marwilliamson,https://twitter.com/marwilliamson/status/1746548451381322034#m,Number 7 of my 21st Century Economic Bill of Rights is Baby Bonds. #Marianne2024 #2024election,"Jan 14, 2024 · 3:02 PM UTC",143,15
45,marwilliamson,https://twitter.com/marwilliamson/status/1746530109501174219#m,For Democrats to nominate Biden is to walk the path of disaster in 2024. We will not win by offering people more of what they had in the past. We will win by offering people the hope of a much better future. #WilliamsonForTheWin 4/4,"Jan 14, 2024 · 1:50 PM UTC",93,9
46,marwilliamson,https://twitter.com/marwilliamson/status/1746530107911548936#m,There is a political earthquake brewing in America and it does not bode well for Biden. With RFK in the race we shouldn't be so sure Biden would even come in second. 3/4,"Jan 14, 2024 · 1:50 PM UTC",79,8
47,marwilliamson,https://twitter.com/marwilliamson/status/1746530106112164347#m,Their denial has reached crisis proportions. Acquiescence to that concocted narrative is not practical; it is delusional. 2/4,"Jan 14, 2024 · 1:50 PM UTC",62,2
48,marwilliamson,https://twitter.com/marwilliamson/status/1746530086545662010#m,Many traditional Democrats - aided and abetted by progressive politicians and non-profits who in their hearts know better - support Biden on the basis of the increasingly absurd proposition that he is the only one who can beat Trump. 1/4,"Jan 14, 2024 · 1:49 PM UTC",216,52
49,marwilliamson,https://twitter.com/marwilliamson/status/1746508336357310850#m,I visited this area of Eagle Pass about a month ago. I saw the buoys and learned how people drown from them. I saw a hand made monument erected to the 1500 people who died in the Rio Grande last year trying to get across.        May God forgive us. #ImpeachGregAbbott,"Jan 14, 2024 · 12:23 PM UTC",207,48
50,marwilliamson,https://twitter.com/marwilliamson/status/1746395788446470289#m,I agree. Which is why I have one: https://marianne2024.com/economic-bill-of-rights/,"Jan 14, 2024 · 4:56 AM UTC",305,26
51,marwilliamson,https://twitter.com/marwilliamson/status/1746331159682802061#m,"Join me Monday 1/15 at Rebel House in Newington, NH.   More information at Events.Marianne2024.com","Jan 14, 2024 · 12:39 AM UTC",78,4
52,marwilliamson,https://twitter.com/marwilliamson/status/1746312125243424981#m,Full Climate Action video: https://youtu.be/37bPnQFTnFk?si=sBEY8UEk2JGhgm0P,"Jan 13, 2024 · 11:23 PM UTC",26,1
53,marwilliamson,https://twitter.com/marwilliamson/status/1746312123368493095#m,#ClimateAction,"Jan 13, 2024 · 11:23 PM UTC",105,11
54,marwilliamson,https://twitter.com/marwilliamson/status/1746249199065133134#m,#2024election @deanbphillips @cenkuygur,"Jan 13, 2024 · 7:13 PM UTC",208,20
55,marwilliamson,https://twitter.com/marwilliamson/status/1746237909429084166#m,Full Interview: https://www.youtube.com/live/Iovp4A9bZSY?si=5i0Us9Z-c1SI-gQX,"Jan 13, 2024 · 6:28 PM UTC",25,1
56,marwilliamson,https://twitter.com/marwilliamson/status/1746237907201880306#m,#Marianne2024,"Jan 13, 2024 · 6:28 PM UTC",92,2
57,marwilliamson,https://twitter.com/marwilliamson/status/1746229907112259602#m,"I’m looking forward to speaking at the Red River Theater in Concord, NH on Sunday, January 14.  More info at Events.Marianne2024.com.","Jan 13, 2024 · 5:57 PM UTC",69,2
58,marwilliamson,https://twitter.com/marwilliamson/status/1746227537045303741#m,"Join me in Concord, Forest Lake, Littleton and Center Sandwich, NH on Sunday, January 14.  More info at Events.Marianne2024.com.","Jan 13, 2024 · 5:47 PM UTC",63,7
59,marwilliamson,https://twitter.com/marwilliamson/status/1746205411236065639#m,FULL FORUM: https://youtu.be/lZwoy5HXzsU?si=eaeJCTc4Q8ksr711,"Jan 13, 2024 · 4:19 PM UTC",57,9
60,cenkuygur,https://twitter.com/cenkuygur/status/1746570728596721776#m,"So, the Democratic Party is saying they’re ok with losing. That’s amazing. They’d rather lose to Trump than challenge someone in Democratic leadership. That’s pathetic. Even die hard Democrats understand that there is no coming back from 33% approval rating in an election year.","Jan 14, 2024 · 4:31 PM UTC",267,63
61,cenkuygur,https://twitter.com/cenkuygur/status/1746570726830932419#m,I can’t believe Joe Biden is still running. No one believes he can win at this point. He’s 19 points lower than in 2020 when he barely won the electoral college. You’re detached from reality if you think he’s going to pull off the biggest comeback in American political history.,"Jan 14, 2024 · 4:31 PM UTC",1944,564
62,cenkuygur,https://twitter.com/davidsirota/status/1746181436758000099#m,"pretty wild that a president can wake up one morning and decide on a whim to ignore Congress and start World War III, but the minimum wage allegedly can’t be increased because of a parliamentarian","Jan 13, 2024 · 2:44 PM UTC",7954,119
63,cenkuygur,https://twitter.com/cenkuygur/status/1746291688656834761#m,Biden Primary Challengers Criticize Attempts To Keep Trump off the Ballot: ‘We Should Support Democracy’ https://www.mediaite.com/tv/bidens-democratic-primary-challengers-criticize-attempts-to-keep-trump-off-the-ballot-we-should-support-democracy/,"Jan 13, 2024 · 10:02 PM UTC",285,115
64,cenkuygur,https://twitter.com/cenkuygur/status/1745879271145402830#m,"You have to check out the debate on @NewsNation tonight at 9pm ET. First Democratic presidential primary debate, moderated by @danabrams. Some fiery moments! Great discussion between myself, @marwilliamson and @RepDeanPhillips. You actually have a choice in this primary!","Jan 12, 2024 · 6:43 PM UTC",392,135
65,cenkuygur,https://twitter.com/cenkuygur/status/1745523888245690692#m,"The person fighting my civil rights the most in the country is @harrisonjaime, which is really disappointing. I would fight for his civil rights, but not only will he not fight for mine, he is the main person fighting AGAINST my rights & rights of 25 million naturalized citizens.","Jan 11, 2024 · 7:11 PM UTC",269,189
66,cenkuygur,https://twitter.com/cenkuygur/status/1745193239278231945#m,"They also encouraged me, and others they didn’t approve of in their smoke-filled rooms, to run as third party candidates in general election. World’s worst political strategy. Maybe a primary can help you find a strong candidate you wouldn’t have to ban everyone else to protect.","Jan 10, 2024 · 9:17 PM UTC",90,17
67,cenkuygur,https://twitter.com/cenkuygur/status/1745193236962877644#m,All of this is verifiable. You’ll be able to see it when the transcript is released. They said they had a right to discriminate against me and that they wanted to exercise that right! Even before finding out how the court is going to rule on the constitutional issue!,"Jan 10, 2024 · 9:17 PM UTC",79,13
68,cenkuygur,https://twitter.com/cenkuygur/status/1745193220231885257#m,South Carolina Democratic Party said in ballot hearing today that they make decisions in “smoke-filled rooms” and that they didn’t want to put me on the ballot because they wanted to avoid the controversy about me fighting for my rights. They preferred to preemptively ban me.,"Jan 10, 2024 · 9:17 PM UTC",318,121
69,cenkuygur,https://twitter.com/cenkuygur/status/1745188331313324071#m,This is how you pursue a civil rights case! Our petition to be on the ballot in South Carolina was denied. But the judge said repeatedly that our case was very compelling. We’re appealing to the circuit court. We’re going to keep fighting for equality for naturalized citizens.,"Jan 10, 2024 · 8:58 PM UTC",258,52
70,cenkuygur,https://twitter.com/cenkuygur/status/1745178205672112553#m,"Great conversation. Worth checking out. We talked about Israel’s culpability, how to settle the war, who’s hurt politically the most by Epstein and how I can accomplish my goals in the presidential race.","Jan 10, 2024 · 8:18 PM UTC",161,72
71,cenkuygur,https://twitter.com/cenkuygur/status/1745059518591938917#m,Cenk Uygur Fights the Natural-Born Citizen Restriction https://prospect.org/politics/2024-01-10-cenk-uygur-natural-born-citizen-restriction/,"Jan 10, 2024 · 12:26 PM UTC",489,162
72,cenkuygur,https://twitter.com/cenkuygur/status/1745058018553721277#m,‘Near 100 per cent’: Cenk Uygur predicting Trump to beat Biden in US election | Sky News Australia https://www.skynews.com.au/opinion/piers-morgan/near-100-per-cent-cenk-uygur-predicting-trump-to-beat-biden-in-us-election/video/276f5d7d1611cc876a584f2b97e82c48,"Jan 10, 2024 · 12:20 PM UTC",621,217
73,cenkuygur,https://twitter.com/cenkuygur/status/1744847163148943558#m,You’ve really got to watch the rest of this interview when it comes out because there is a real way to end this war in Gaza where everyone wins (after we’ve already suffered the most atrocious losses on both sides) and gets to peace for Israel and the Palestinians.,"Jan 9, 2024 · 10:22 PM UTC",570,105
74,cenkuygur,https://twitter.com/PiersUncensored/status/1744839247432143267#m,"Cenk Uygur tells Piers Morgan he's running for President to push Joe Biden out of the race.  ""He would have to pull off literally the greatest political comeback in American history... there's no way he can do it.""  @piersmorgan | @cenkuygur | #PMU","Jan 9, 2024 · 9:51 PM UTC",195,110
75,cenkuygur,https://twitter.com/cenkuygur/status/1744756194986889279#m,The minute you have a Democratic candidate that talks openly and honestly talks about corruption is the minute Democrats sweep elections. But that candidate has to get past current Democratic leadership and mainstream media first.,"Jan 9, 2024 · 4:21 PM UTC",108,26
76,cenkuygur,https://twitter.com/cenkuygur/status/1744755773014671804#m,"Republicans are the party of the rich. Democrats can’t beat them without talking about corruption. Campaign contributions are what drives corruption and servitude. Democrats take just as many campaign contributions, so they never talk about corruption. And that’s why they lose.","Jan 9, 2024 · 4:19 PM UTC",435,171
77,cenkuygur,https://twitter.com/cenkuygur/status/1744752613512606023#m,The fact that they can’t see this obvious and overwhelming hypocrisy says more about humanity than it does about Republicans. Way too many of us get into our bubbles and then shut off our minds to any alternatives or facts.,"Jan 9, 2024 · 4:06 PM UTC",75,9
78,cenkuygur,https://twitter.com/cenkuygur/status/1744752092840161616#m,"Take almost anything Trump says and tell Republicans Biden said it and they’d scream from the rooftops that he’s lost it, he’s senile, he’s a traitor, etc. Imagine if Biden said Lincoln blew it and he’d have done better. Or Biden hoped US economy crashed in 2020 so he could win.","Jan 9, 2024 · 4:04 PM UTC",289,71
79,cenkuygur,https://twitter.com/NewsNation/status/1744526550635000112#m,"NewsNation will host a Democratic Presidential Forum with @RepDeanPhillips, @marwilliamson and @cenkuygur on Friday, January 12, at 9p/8C. Submit your questions here: https://trib.al/IvTkxG3","Jan 9, 2024 · 1:08 AM UTC",170,30
80,NikkiHaley,https://twitter.com/NikkiHaley/status/1736764762053104089#m,I'll just say it: Joe Biden is old. It's time for a new generational conservative leader.   It's time to leave the chaos and drama of the past behind.,"Dec 18, 2023 · 3:06 PM UTC",5806,8388
81,NikkiHaley,https://twitter.com/NikkiHaley/status/1746674161202651241#m,It’s clear that Ames is ready to help us build a STRONG and PROUD America! Thank you all for coming out today. A special shoutout to Sen. @JoniErnst for pumping up the crowd! 🦅🇺🇸,"Jan 14, 2024 · 11:22 PM UTC",218,79
82,NikkiHaley,https://twitter.com/Nalin_Haley/status/1746614244223713446#m,Weather app says it feels like -42 but we’re still out here door knocking for @NikkiHaley @TeamHaley 🇺🇸,"Jan 14, 2024 · 7:24 PM UTC",1020,113
83,NikkiHaley,https://twitter.com/abcnewsnick/status/1746643281675505668#m,"NOW: Nikki Haley is addressing a packed house in Ames, IA after weather forced her to cancel an earlier event in Dubuque today:   “This is truly cold. But we're gonna keep on going anywhere and everywhere. We're gonna go all the way until the last hour…” she told the crowd.","Jan 14, 2024 · 9:19 PM UTC",223,47
84,NikkiHaley,https://twitter.com/ebonyjdavis/status/1746640951534071882#m,1 day until the Iowa caucuses!  Nikki Haley makes a campaign stop at Jethro’s BBQ in Ames to speak to voters @NikkiHaley,"Jan 14, 2024 · 9:10 PM UTC",126,37
85,NikkiHaley,https://twitter.com/steinhauserNH1/status/1746640670981243152#m,"2024 Watch: ⁦@FoxNews⁩ covers #GOP presidential candidate @NikkiHaley as the former UN ambassador and former South Carolina governor speaks to supporters at Jethro’s BBQ in Ames, on the eve of the Iowa caucuses #2024election #iacaucus #FoxNews","Jan 14, 2024 · 9:09 PM UTC",90,14
86,NikkiHaley,https://twitter.com/jacksonrichman/status/1746639961602896082#m,Standing ovation for @NikkiHaley in Ames one day ahead of the Iowa Caucus,"Jan 14, 2024 · 9:06 PM UTC",163,56
87,NikkiHaley,https://twitter.com/sarahmccammon/status/1746639016999428447#m,"@SenJoniErnst opens @NikkiHaley rally in Ames, referring to Haley as a “dear friend” who has shown “intestinal fortitude” through her foreign policy experience. (Ernst says women can have it, too.)","Jan 14, 2024 · 9:02 PM UTC",116,16
88,NikkiHaley,https://twitter.com/jacksonrichman/status/1746636225207775729#m,"Packed house in Ames, Iowa for @NikkiHaley, one day before the Iowa Caucus","Jan 14, 2024 · 8:51 PM UTC",133,58
89,NikkiHaley,https://twitter.com/PatJGarrett/status/1746638591361437843#m,It’s a PACKED house in Ames because @NikkiHaley is surging!!! Btw @joniernst doing a great job warming up the crowd.,"Jan 14, 2024 · 9:01 PM UTC",228,61
90,NikkiHaley,https://twitter.com/NikkiHaley/status/1746628630619283456#m,Michael and his military brothers and sisters are willing to sacrifice their lives and their families for our freedom. We have to be willing to fight for America here at home. We’ve got a country to save! 🇺🇸,"Jan 14, 2024 · 8:21 PM UTC",563,229
91,NikkiHaley,https://twitter.com/NikkiHaley/status/1746622752100937841#m,Heartbreaking news out of Perry this morning. Principal Marburger was a hero who dedicated himself to setting his students up for success and ultimately gave his life to protect them. Rest in peace.  https://www.kcci.com/article/perry-school-shooting-principal-dan-marburger-dies-iowa/46381110,"Jan 14, 2024 · 7:58 PM UTC",387,45
92,NikkiHaley,https://twitter.com/NikkiHaley/status/1746572083809706241#m,"For 11 months, we’ve built connections with Iowans & heard what keeps them up at night. It’s time for a new generational conservative leader who will be honest with Americans & deliver results.  Tomorrow, Iowans head to the caucuses. Let’s go!  My interview with @ShannonBream:","Jan 14, 2024 · 4:36 PM UTC",970,350
93,NikkiHaley,https://twitter.com/NikkiHaley/status/1746566343413887201#m,"Republicans need to start winning again. I will stomp all over Joe Biden in the general election. That's a mandate for securing our border, stopping the spending, and saving our country! https://www.cbsnews.com/news/nikki-haley-fares-best-against-biden-2024-presidential-election-poll/","Jan 14, 2024 · 4:14 PM UTC",2160,1160
94,NikkiHaley,https://twitter.com/AustinHarrisIA/status/1746553867393753162#m,"It was a pleasure joining @NEWSMAX’s @Glasgow_Jon this morning to discuss the momentum @NikkiHaley is feeling on the ground in Iowa!  1 more day, Iowa!","Jan 14, 2024 · 3:24 PM UTC",134,49
95,NikkiHaley,https://twitter.com/NikkiHaley/status/1746562055270801834#m,We’re going to run through the tape and keep working to earn every vote until the last possible second!,"Jan 14, 2024 · 3:56 PM UTC",1153,266
96,NikkiHaley,https://twitter.com/NikkiHaley/status/1746534782874386564#m,"This is what I mean when I say Iowans are built differently! Iowa, you’ve got a job to do tomorrow. Bring your ID, wear layers, and let’s do this!","Jan 14, 2024 · 2:08 PM UTC",794,244
97,NikkiHaley,https://twitter.com/ChrisSununu/status/1746360737939833056#m,"Can’t stop won’t stop. Spent the rainy morning knocking doors for @NikkiHaley in Windham today! Let’s make history, New Hampshire!","Jan 14, 2024 · 2:37 AM UTC",622,331
98,NikkiHaley,https://twitter.com/NikkiHaley/status/1746371613702991963#m,📍Cedar Falls 📍Iowa City 📍Davenport  Ending on a high note in Davenport tonight! The momentum is real and we’re ready for MONDAY NIGHT. #IowaCaucus #BRINGIT,"Jan 14, 2024 · 3:20 AM UTC",689,190
99,NikkiHaley,https://twitter.com/NikkiHaley/status/1746364899066888343#m,"The #1 thing I’ve heard from voters is that they’re worried about their kids and their grandkids, and they’re ready for a new generation of conservative leadership. No one wants a rematch between the names of the past.","Jan 14, 2024 · 2:53 AM UTC",2236,1004
100,VivekGRamaswamy,https://twitter.com/VivekGRamaswamy/status/1746360780436427244#m,"Yes, I saw President Trump’s Truth Social post. It’s an unfortunate move by his campaign advisors, I don’t think friendly fire is helpful. Donald Trump was the greatest President of the 21st century, and I’m not going to criticize him in response to this late attack.  I’ve met tens of thousands of Iowans across 390+ events here, and they are deeply worried - and so am I - that this “system” won’t allow Donald J. Trump anywhere near the White House again. It seems they will stop at *nothing* to keep him away from power.  I’m worried for Trump. I’m worried for our country. I’ve stood up against the persecutions against Trump, and I’ve defended him at every step. I showed up at the Miami courthouse in solidarity following his first federal indictment. I filed a FOIA demand to the Biden DOJ. I submitted an amicus brief this week with the U.S. Supreme Court calling on them to overturn Colorado’s ruling. I pledged to remove myself from Maine’s & Colorado’s primary ballots if they remove Trump, calling on DeSantis and Haley to do the same.  But we have to open our eyes. Last time it was a man-made pandemic & Big Tech election interference. Now, the same billionaires funding the lawsuits against Trump are the ones trying to prop up Nikki Haley. The same MSM blasting Trump is lavishing praise on Nikki. They want to narrow this to a two-horse race between Trump & Haley, eliminate Trump (one way or other), & trot their puppet into the White House.  We can’t fall for that trap. 1 year from now, we won’t look back and say we were shocked that it happened. We’ll kick ourselves for not stopping it.  Our movement must live on. America-First didn’t start in 2016. It started in 1776. We owe it to our Founding Fathers to do the right thing for our country. I want to save Trump & to save this country. Let’s do it together. You won’t hear any friendly fire from me.","Jan 14, 2024 · 2:37 AM UTC",109758,15797
101,VivekGRamaswamy,https://twitter.com/stillgray/status/1746316058561249636#m,Vivek Ramaswamy is the ONLY presidential candidate to speak up on Gonzalo Lira. Say his name.,"Jan 13, 2024 · 11:39 PM UTC",2841,114
102,VivekGRamaswamy,https://twitter.com/elonmusk/status/1746411802190115173#m,My guess is that Vivek will far exceed the polls when the votes are counted,"Jan 14, 2024 · 5:59 AM UTC",4085,265
103,VivekGRamaswamy,https://twitter.com/VivekGRamaswamy/status/1746681035381670059#m,- Russia collusion - The Hunter Biden laptop story - Charlottesville - Bubba Wallace - Jussie Smollett - Covington Catholic Kids - Gretchen Whitmer kidnapping plot - COVID Lab leak was a “conspiracy theory” - Steele dossier - Don’t Say Gay was in the bill - Migrant “kids In cages” - GA election integrity was the new “Jim Crow” - Duke lacrosse kids - Zelensky is a paragon of democracy - Jan 6 - “Peaceful” BLM riots - Ivermectin is a horse dewormer - Trump used teargas to clear a crowd for a bible photo  The MSM spits in the face of *the people* every single day with ad nauseam and flagrant lies. And you think the 2024 election is any different? Open your eyes & see the trap they’re walking us into right now.,"Jan 14, 2024 · 11:49 PM UTC",3759,348
104,VivekGRamaswamy,https://twitter.com/TheChiefNerd/status/1746598083406729588#m,Face the Nation was a Nikki Haley love fest this morning - nearly half their posts were about her. Vivek might be onto something…  @VivekGRamaswamy @RandPaul,"Jan 14, 2024 · 6:20 PM UTC",1028,108
105,VivekGRamaswamy,https://twitter.com/bennyjohnson/status/1746662574484009088#m,"🚨BACK IN IOWA  Catch me on the campaign trail with @VivekGRamaswamy:  TONIGHT:  📍5:30 p.m. Scott County, Machine Shed 7250 Northwest Blvd., Davenport, IA 52806  📍8:00 p.m. Dubuque County ""Commit to Caucus"" Rally, 7 Hills Event Center, 1098 Jackson St., Dubuque, IA 52001  TOMORROW:  📍8:00 a.m. Polk County, IA Town Hall Machine Shed, 11151 Hickman Road, Urbandale, IA 50322  📍10:30 a.m.  Black Hawk County, IA “Commit to Caucus” Rally Elk’s Club, 407 E. Park Avenue, Waterloo, IA 50703  📍1:00 p.m.  Linn County, IA “Commit to Caucus” Rally, Lions Bridge Brewing Company, 59 16th Avenue SW, Cedar Rapids, IA 52404  📍7:00 p.m.  Vivek 2024 “Raucus Caucus” Night Party, The Surety Hotel, 206 6th Avenue, Des Moines, IA 50309","Jan 14, 2024 · 10:36 PM UTC",1183,740
106,VivekGRamaswamy,https://twitter.com/TRHLofficial/status/1746609305053229490#m,Check out IRL tomorrow night starting at 9pm for Vivek and I!,"Jan 14, 2024 · 7:04 PM UTC",3589,188
107,VivekGRamaswamy,https://twitter.com/VivekGRamaswamy/status/1746661631327699047#m,TONIGHT at 5 PM CT/6 PM ET Instagram Live with @jakepaul 🥊🇺🇸#VivekRaucousCaucus,"Jan 14, 2024 · 10:32 PM UTC",3035,372
108,VivekGRamaswamy,https://twitter.com/BuenoForMiami/status/1746656346726879464#m,"After much thought and consideration, I think I’m finally decided what I’m going to do for the 2024 election.   As an independent, my vote always goes to who I think represents me best, not a party, and not the “lessor of two evils.”   4 years ago I volunteered for the Jo Jorgensen campaign because she best represented my views, but after the disastrous last few years, it’s becoming more and more apparent that the Libertarian path is too far from making a real impact. I know and respect each of the main candidates running, and I wish the elections were fair and that America was ready to give them a shot.   Unfortunately, that’s not the case, and there’s a candidate in another party that has risen to the occasion for me.   I met this candidate a few months ago, and not only did I think he was sincere then, but he also made a promise to my friend to free her son on day 1. He then proceeded to make that same promise publicly when I asked him in a Q&A. I believed him then. I still believe him now.  (Free Ross!)  This week I saw him work around the clock, brave insane weather conditions, and answer everyone’s questions, even those who went to the event to call him out. He treats people with respect, is willing to go on all podcasts regardless of ideology, and he’s willing to have real, meaningful conversations, plus he’s young enough (plus has two very young kids) that I know that he’s just as concerned about the future as I am. (He’s got skin in the game!)   I will be registering to vote as a Republican, and my vote has been secured by @VivekGRamaswamy.   I’m no longer on the fence, I’m going all in.   #Vivek2024","Jan 14, 2024 · 10:11 PM UTC",3141,218
109,VivekGRamaswamy,https://twitter.com/TeamVivek2024/status/1746643575780024538#m,"1. Single Day Voting 2. Make Election Day a National Holiday 3. Paper Ballots 4. Government-issued voter ID matched to the identification on file. 5. English as the only language used on ballots & in voting booths. 📍Coralville, IA https://nitter.d420.de/i/broadcasts/1vAGRvmdDQqGl","Jan 14, 2024 · 9:20 PM UTC",1597,103
110,VivekGRamaswamy,https://twitter.com/yoalexrapz/status/1746636964038668471#m,I think I’m finally ready to say Vivek has earned my vote in the primary. Anyone else?,"Jan 14, 2024 · 8:54 PM UTC",4896,1098
111,VivekGRamaswamy,https://twitter.com/VivekGRamaswamy/status/1746637275671257186#m,Rigged.,"Jan 14, 2024 · 8:55 PM UTC",2841,323
112,VivekGRamaswamy,https://twitter.com/KeenanPeachy/status/1746617270355493324#m,"Full disclosure: I was invited to Iowa by Team Vivek, but  couldn't get away. He's got some major RW firepower on the ground there!  I voted for DJT 2x and love him like an uncle, but there is 1 guy who has *earned* a vote tomorrow.   Good luck, @VivekGRamaswamy!  cc @TriciaOhio","Jan 14, 2024 · 7:36 PM UTC",1314,106
113,VivekGRamaswamy,https://twitter.com/VivekGRamaswamy/status/1746617969776410684#m,Don’t tread on me 🐍🇺🇸 https://nitter.d420.de/i/broadcasts/1ZkKzjoqePaKv,"Jan 14, 2024 · 7:39 PM UTC",2634,481
114,VivekGRamaswamy,https://twitter.com/VivekGRamaswamy/status/1746616114472161746#m,Talking about what sometimes feels like the elephant in the room at times: my Hindu faith. I speak about it openly & honestly.,"Jan 14, 2024 · 7:31 PM UTC",4469,441
115,VivekGRamaswamy,https://twitter.com/VivekGRamaswamy/status/1746616099511120214#m,What’s even more interesting is the result.,"Jan 14, 2024 · 7:31 PM UTC",7232,520
116,VivekGRamaswamy,https://twitter.com/VivekGRamaswamy/status/1746614580409765958#m,"But, the polls!! 🤔","Jan 14, 2024 · 7:25 PM UTC",7196,367
117,VivekGRamaswamy,https://twitter.com/Cernovich/status/1746585849225969817#m,"DeSantis completely missed the moment on the indictments against Trump, and he even occasionally gave the cases legitimacy.   That showed me he has no idea what is going on.   I was disappointed.","Jan 14, 2024 · 5:31 PM UTC",3518,41
118,VivekGRamaswamy,https://twitter.com/CitizenFreePres/status/1746600759117181101#m,"Big crowd to see Vivek in Ames, Iowa today.","Jan 14, 2024 · 6:30 PM UTC",1271,80
119,VivekGRamaswamy,https://twitter.com/Lukewearechange/status/1746327968308154772#m,Hanging out with some random guy in a blizzard 🌨️,"Jan 14, 2024 · 12:26 AM UTC",13230,472
120,RobertKennedyJr,https://twitter.com/RobertKennedyJr/status/1746663378137796794#m,"As president, I will launch rehabilitation centers around the country where people struggling with addiction and drug violations can experience true community, stay out of jail + heal on many levels. Thank you to @JoePolish @GeniusNetwork for a great conversation. #Kennedy24","Jan 14, 2024 · 10:39 PM UTC",1155,121
121,RobertKennedyJr,https://twitter.com/RobertKennedyJr/status/1746594226488410579#m,Let’s put our differences aside and unite to protect the natural world. It’s not only an invaluable economic resource — it’s a portal to the divine and our potential as human beings. #Kennedy24,"Jan 14, 2024 · 6:04 PM UTC",3822,268
122,RobertKennedyJr,https://twitter.com/RobertKennedyJr/status/1746517757300994476#m,"Campaign Manager @AmaryllisFox speaks to the struggles facing American women today. Now more than ever, we need a president who prioritizes women. #Kennedy24","Jan 14, 2024 · 1:00 PM UTC",1552,469
123,RobertKennedyJr,https://twitter.com/RobertKennedyJr/status/1746314360819998850#m,Join me tomorrow in Atlanta. Help me get on the ballot in Georgia! RSVP here ➡️ https://www.kennedy24.com/atlanta-voter-rally,"Jan 13, 2024 · 11:32 PM UTC",1700,134
124,RobertKennedyJr,https://twitter.com/RobertKennedyJr/status/1746295704467722668#m,Americans' Overall Impression of 2024 Presidential Candidates  https://news.gallup.com/poll/548138/american-presidential-candidates-2024-election-favorable-ratings.aspx,"Jan 13, 2024 · 10:18 PM UTC",505,60
125,RobertKennedyJr,https://twitter.com/RobertKennedyJr/status/1746276875930865745#m,"Send this to anyone who asks, “But can he win?”","Jan 13, 2024 · 9:03 PM UTC",18690,1226
126,RobertKennedyJr,https://twitter.com/RobertKennedyJr/status/1746217815043092735#m,.@EricBolling @NEWSMAX asks me what I think of President Biden’s recent statement that Congress needs to allocate more money to fix the border crisis. #Kennedy24,"Jan 13, 2024 · 5:09 PM UTC",2755,192
127,RobertKennedyJr,https://twitter.com/RobertKennedyJr/status/1746174216905347550#m,.@BretWeinstein + @TuckerCarlson discuss how the assault on our freedoms has created a “dream team” of courageous rebels willing to speak out against oppression. #Kennedy24,"Jan 13, 2024 · 2:15 PM UTC",10557,396
128,RobertKennedyJr,https://twitter.com/RobertKennedyJr/status/1745944390609027143#m,This sounds familiar.,"Jan 12, 2024 · 11:02 PM UTC",4878,288
